"Event","Unit","Time","Track","Channel","NoteName","NoteNumber","NoteUnits","NoteDuration","NoteOnVelocity","NoteOffVelocity","ControllerNr","ControllerValue","TextType","Text","Program","TempoBPM","TempoMicroseconds","Pitchbend","Aftertouch","MeterNom","MeterDenom","MeterUnits","MeterNote32","Resolution","MIDIVersion","Sysex","MetaType","MetaData","Key","PolyKey","PolyValue","RealtimeEvent","RealtimeValue",
"Header",0,0,,,,,,,,,,,,,,,,,,,,,,480,1
"Text",0,0,1,,,,,,,,,,"trackname","Haydn: Klaviersonate Hob. XVI:7, 2. Satz",
"Text",0,0,1,,,,,,,,,,"copyright","Copyright &#169; 2011 by Bernd Krueger",
"Text",0,0,1,,,,,,,,,,"text","Bernd Krueger",
"Text",0,0,1,,,,,,,,,,"text","Menuet",
"Text",0,0,1,,,,,,,,,,"text","Erstellt: 24.10.2011&#10;",
"Text",0,0,1,,,,,,,,,,"text","Dauer: 2:20 Minuten&#10;",
"Meter",0,0,1,,,,,,,,,,,,,,,,,3,4,
"Key",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"C"
"Tempo",0,0,1,,,,,,,,,,,,,"113,03991",530786
"Text",0,0,1,,,,,,,,,,"text6","Teil 1",
"Text",0,0,2,,,,,,,,,,"trackname","Piano right",
"Program",0,0,2,1,,,,,,,,,,,1
"NoteOn",0,0,2,1,"c6",72,480,530,57,
"Text",0,0,3,,,,,,,,,,"trackname","Piano left",
"Program",0,0,3,1,,,,,,,,,,,1
"NoteOn",0,0,3,1,"c4",48,720,796,40,
"NoteOn",0,0,3,1,"c5",60,720,796,46,
"Text",0,0,4,,,,,,,,,,"trackname","Pedale",
"Program",0,0,4,1,,,,,,,,,,,1
"Text",0,0,5,,,,,,,,,,"trackname","Haydn Piano Sonata in C major, 2. movement",
"Endtrack",0,0,5,,
"Text",0,0,6,,,,,,,,,,"trackname","Copyright &#169; 2010 by Bernd Krueger",
"Endtrack",0,0,6,,
"Text",0,0,7,,,,,,,,,,"trackname","http://www.piano-midi.de/",
"Endtrack",0,0,7,,
"Text",0,0,8,,,,,,,,,,"trackname","Edition: 2011-10-24",
"Endtrack",0,0,8,,
"Text",0,0,9,,,,,,,,,,"trackname","Spur 8",
"Endtrack",0,0,9,,
"Text",0,0,10,,,,,,,,,,"trackname","Spur 9",
"Endtrack",0,0,10,,
"Text",0,0,11,,,,,,,,,,"trackname","Spur 10",
"Endtrack",0,0,11,,
"Text",0,0,12,,,,,,,,,,"trackname","Spur 11",
"Endtrack",0,0,12,,
"Text",0,0,13,,,,,,,,,,"trackname","Spur 12",
"Endtrack",0,0,13,,
"Text",0,0,14,,,,,,,,,,"trackname","Spur 13",
"Endtrack",0,0,14,,
"Text",0,0,15,,,,,,,,,,"trackname","Spur 14",
"Endtrack",0,0,15,,
"Text",0,0,16,,,,,,,,,,"trackname","Spur 15",
"Endtrack",0,0,16,,
"Text",0,0,17,,,,,,,,,,"trackname","Spur 16",
"Endtrack",0,0,17,,
"NoteOff",480,530,2,1,"c6",72,,,,0
"NoteOn",480,530,2,1,"c7",84,120,133,57,
"NoteOff",600,663,2,1,"c7",84,,,,0
"NoteOff",720,796,3,1,"c5",60,,,,0
"NoteOff",720,796,3,1,"c4",48,,,,0
"Tempo",960,1061,1,,,,,,,,,,,,,"116,67000",514271
"NoteOn",960,1061,2,1,"e6",76,240,257,57,
"NoteOn",960,1061,3,1,"c5",60,480,524,37,
"NoteOff",1200,1318,2,1,"e6",76,,,,0
"Tempo",1320,1447,1,,,,,,,,,,,,,"108,35997",553710
"NoteOn",1320,1447,2,1,"g6",79,120,138,48,
"Tempo",1440,1585,1,,,,,,,,,,,,,"113,03991",530786
"NoteOff",1440,1585,2,1,"g6",79,,,,0
"NoteOn",1440,1585,2,1,"f6",77,480,531,57,
"NoteOff",1440,1585,3,1,"c5",60,,,,0
"NoteOn",1440,1585,3,1,"d5",62,480,531,46,
"NoteOff",1920,2116,2,1,"f6",77,,,,0
"NoteOn",1920,2116,2,1,"d6",74,120,133,52,
"NoteOff",1920,2116,3,1,"d5",62,,,,0
"NoteOn",1920,2116,3,1,"b4",59,120,133,42,
"NoteOff",2040,2249,2,1,"d6",74,,,,0
"NoteOff",2040,2249,3,1,"b4",59,,,,0
"Tempo",2400,2647,1,,,,,,,,,,,,,"116,15009",516573
"NoteOn",2400,2647,2,1,"d6",74,240,258,57,
"NoteOn",2400,2647,3,1,"g4",55,480,525,40,
"NoteOff",2640,2905,2,1,"d6",74,,,,0
"Tempo",2760,3034,1,,,,,,,,,,,,,"108,88008",551065
"NoteOn",2760,3034,2,1,"f6",77,120,138,54,
"Tempo",2880,3172,1,,,,,,,,,,,,,"113,03991",530786
"NoteOff",2880,3172,2,1,"f6",77,,,,0
"NoteOn",2880,3172,2,1,"e6",76,480,531,57,
"NoteOff",2880,3172,3,1,"g4",55,,,,0
"NoteOn",2880,3172,3,1,"c5",60,480,531,46,
"NoteOff",3360,3703,2,1,"e6",76,,,,0
"NoteOn",3360,3703,2,1,"c6",72,120,132,54,
"NoteOff",3360,3703,3,1,"c5",60,,,,0
"NoteOn",3360,3703,3,1,"e4",52,120,132,39,
"NoteOff",3480,3835,2,1,"c6",72,,,,0
"NoteOff",3480,3835,3,1,"e4",52,,,,0
"Tempo",3840,4234,1,,,,,,,,,,,,,"115,63011",518896
"NoteOn",3840,4234,2,1,"a5",69,240,259,58,
"NoteOn",3840,4234,3,1,"f4",53,480,528,42,
"NoteOff",4080,4493,2,1,"a5",69,,,,0
"Tempo",4200,4623,1,,,,,,,,,,,,,"107,83997",556380
"NoteOn",4200,4623,2,1,"d6",74,120,139,46,
"Tempo",4320,4762,1,,,,,,,,,,,,,"114,07994",525947
"NoteOff",4320,4762,2,1,"d6",74,,,,0
"NoteOn",4320,4762,2,1,"c6",72,960,1064,58,
"NoteOff",4320,4762,3,1,"f4",53,,,,0
"NoteOn",4320,4762,3,1,"g4",55,480,526,46,
"Tempo",4800,5288,1,,,,,,,,,,,,,"111,48003",538213
"NoteOff",4800,5288,3,1,"g4",55,,,,0
"NoteOn",4800,5288,3,1,"d4",50,120,134,40,
"NoteOff",4920,5422,3,1,"d4",50,,,,0
