"Event","Unit","Time","Track","Channel","NoteName","NoteNumber","NoteUnits","NoteDuration","NoteOnVelocity","NoteOffVelocity","ControllerNr","ControllerValue","TextType","Text","Program","TempoBPM","TempoMicroseconds","Pitchbend","Aftertouch","MeterNom","MeterDenom","MeterUnits","MeterNote32","Resolution","MIDIVersion","Sysex","MetaType","MetaData","Key","PolyKey","PolyValue","RealtimeEvent","RealtimeValue",
"Header",0,0,,,,,,,,,,,,,,,,,,,,,,480,1
"Text",0,0,1,,,,,,,,,,"trackname","Beethoven Sonata No. 21 in C major",
"Text",0,0,1,,,,,,,,,,"trackname","1. Movement",
"Text",0,0,1,,,,,,,,,,"copyright","Copyright &#169; 2003 by Bernd Krueger ",
"Text",0,0,1,,,,,,,,,,"text","Ludwig van Beethoven",
"Text",0,0,1,,,,,,,,,,"text","Allegro con brio",
"Text",0,0,1,,,,,,,,,,"text","Fertiggestellt am 30.11.2003&#10;",
"Text",0,0,1,,,,,,,,,,"text","Update am 23.6.2012&#10;",
"Text",0,0,1,,,,,,,,,,"text","Dauer: 10:21 Minuten&#10;",
"META",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,84,60 00 03 00 00 
"Meter",0,0,1,,,,,,,,,,,,,,,,,4,4,
"Key",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"C"
"Tempo",0,0,1,,,,,,,,,,,,,"160,46986",373902
"Text",0,0,2,,,,,,,,,,"trackname","Piano right",
"Program",0,0,2,1,,,,,,,,,,,2
"Controller",0,0,2,1,,,,,,,7,100
"Controller",0,0,2,1,,,,,,,10,64
"Controller",0,0,2,1,,,,,,,91,127
"Text",0,0,2,,,,,,,,,,"text","bdca426d104a26ac9dcb070447587523",
"Text",0,0,3,,,,,,,,,,"trackname","Piano left",
"Program",0,0,3,1,,,,,,,,,,,2
"Controller",0,0,3,1,,,,,,,7,100
"Controller",0,0,3,1,,,,,,,10,64
"NoteOn",0,0,3,1,"c3",36,180,140,25,
"Text",0,0,4,,,,,,,,,,"trackname","Pedal",
"Controller",0,0,4,1,,,,,,,64,0
"Text",0,0,5,,,,,,,,,,"trackname","Beethoven Sonata No. 21 C major, Waldsteinsonate 1. Movement",
"Endtrack",0,0,5,,
"Text",0,0,6,,,,,,,,,,"trackname","Copyright &#169; 2003 by Bernd Krueger",
"Endtrack",0,0,6,,
"Text",0,0,7,,,,,,,,,,"trackname","http://www.piano-midi.de",
"Endtrack",0,0,7,,
"Text",0,0,8,,,,,,,,,,"trackname","Edition: 2012-06-23",
"Endtrack",0,0,8,,
"NoteOff",180,140,3,1,"c3",36,,,,0
"NoteOn",240,186,2,1,"c4",48,180,141,28,
"NoteOn",240,186,2,1,"e4",52,180,141,33,
"NoteOn",240,186,3,1,"g3",43,180,141,26,
"NoteOn",240,186,3,1,"c3",36,180,141,22,
"NoteOff",420,327,2,1,"e4",52,,,,0
"NoteOff",420,327,2,1,"c4",48,,,,0
"NoteOff",420,327,3,1,"c3",36,,,,0
"NoteOff",420,327,3,1,"g3",43,,,,0
"Tempo",480,373,1,,,,,,,,,,,,,"161,50001",371517
"NoteOn",480,373,2,1,"c4",48,180,140,28,
"NoteOn",480,373,2,1,"e4",52,180,140,33,
"NoteOn",480,373,3,1,"g3",43,180,140,26,
"NoteOn",480,373,3,1,"c3",36,180,140,22,
"NoteOff",660,513,2,1,"e4",52,,,,0
"NoteOff",660,513,2,1,"c4",48,,,,0
"NoteOff",660,513,3,1,"c3",36,,,,0
"NoteOff",660,513,3,1,"g3",43,,,,0
"NoteOn",720,559,2,1,"c4",48,180,139,28,
"NoteOn",720,559,2,1,"e4",52,180,139,34,
"NoteOn",720,559,3,1,"g3",43,180,139,27,
"NoteOn",720,559,3,1,"c3",36,180,139,22,
"NoteOff",900,698,2,1,"e4",52,,,,0
"NoteOff",900,698,2,1,"c4",48,,,,0
"NoteOff",900,698,3,1,"c3",36,,,,0
"NoteOff",900,698,3,1,"g3",43,,,,0
"NoteOn",960,745,2,1,"c4",48,180,140,28,
"NoteOn",960,745,2,1,"e4",52,180,140,34,
"NoteOn",960,745,3,1,"g3",43,180,140,27,
"NoteOn",960,745,3,1,"c3",36,180,140,22,
"Tempo",980,760,1,,,,,,,,,,,,,"159,95010",375117
"NoteOff",1140,885,2,1,"e4",52,,,,0
"NoteOff",1140,885,2,1,"c4",48,,,,0
"NoteOff",1140,885,3,1,"c3",36,,,,0
"NoteOff",1140,885,3,1,"g3",43,,,,0
"NoteOn",1200,932,2,1,"c4",48,180,141,28,
"NoteOn",1200,932,2,1,"e4",52,180,141,34,
"NoteOn",1200,932,3,1,"g3",43,180,141,28,
"NoteOn",1200,932,3,1,"c3",36,180,141,23,
"NoteOff",1380,1073,2,1,"e4",52,,,,0
"NoteOff",1380,1073,2,1,"c4",48,,,,0
"NoteOff",1380,1073,3,1,"c3",36,,,,0
"NoteOff",1380,1073,3,1,"g3",43,,,,0
"Tempo",1440,1120,1,,,,,,,,,,,,,"160,98998",372694
"NoteOn",1440,1120,2,1,"c4",48,180,140,29,
"NoteOn",1440,1120,2,1,"e4",52,180,140,35,
"NoteOn",1440,1120,3,1,"g3",43,180,140,28,
"NoteOn",1440,1120,3,1,"c3",36,180,140,23,
"NoteOff",1620,1260,2,1,"e4",52,,,,0
"NoteOff",1620,1260,2,1,"c4",48,,,,0
"NoteOff",1620,1260,3,1,"c3",36,,,,0
"NoteOff",1620,1260,3,1,"g3",43,,,,0
"NoteOn",1680,1306,2,1,"c4",48,180,140,29,
"NoteOn",1680,1306,2,1,"e4",52,180,140,35,
"NoteOn",1680,1306,3,1,"g3",43,180,140,29,
"NoteOn",1680,1306,3,1,"c3",36,180,140,24,
"NoteOff",1860,1446,2,1,"e4",52,,,,0
"NoteOff",1860,1446,2,1,"c4",48,,,,0
"NoteOff",1860,1446,3,1,"c3",36,,,,0
"NoteOff",1860,1446,3,1,"g3",43,,,,0
"NoteOn",1920,1493,2,1,"c4",48,180,140,30,
"NoteOn",1920,1493,2,1,"e4",52,180,140,36,
"NoteOn",1920,1493,3,1,"c3",36,180,140,25,
"NoteOn",1920,1493,3,1,"g3",43,180,140,30,
"Tempo",1960,1524,1,,,,,,,,,,,,,"160,46986",373902
"NoteOff",2100,1633,2,1,"e4",52,,,,0
"NoteOff",2100,1633,2,1,"c4",48,,,,0
"NoteOff",2100,1633,3,1,"g3",43,,,,0
"NoteOff",2100,1633,3,1,"c3",36,,,,0
"NoteOn",2160,1679,2,1,"c4",48,180,141,30,
"NoteOn",2160,1679,2,1,"e4",52,180,141,36,
"NoteOn",2160,1679,3,1,"c3",36,180,141,22,
"NoteOn",2160,1679,3,1,"g3",43,180,141,27,
"NoteOff",2340,1820,2,1,"e4",52,,,,0
"NoteOff",2340,1820,2,1,"c4",48,,,,0
"NoteOff",2340,1820,3,1,"g3",43,,,,0
"NoteOff",2340,1820,3,1,"c3",36,,,,0
"Tempo",2400,1866,1,,,,,,,,,,,,,"160,98998",372694
"NoteOn",2400,1866,2,1,"c4",48,180,140,31,
"NoteOn",2400,1866,2,1,"e4",52,180,140,37,
"NoteOn",2400,1866,3,1,"c3",36,180,140,23,
"NoteOn",2400,1866,3,1,"g3",43,180,140,28,
"NoteOff",2580,2006,2,1,"e4",52,,,,0
"NoteOff",2580,2006,2,1,"c4",48,,,,0
"NoteOff",2580,2006,3,1,"g3",43,,,,0
"NoteOff",2580,2006,3,1,"c3",36,,,,0
"NoteOn",2640,2053,2,1,"c4",48,180,139,32,
"NoteOn",2640,2053,2,1,"e4",52,180,139,38,
"NoteOn",2640,2053,3,1,"c3",36,180,139,24,
"NoteOn",2640,2053,3,1,"g3",43,180,139,29,
"NoteOff",2820,2192,2,1,"e4",52,,,,0
"NoteOff",2820,2192,2,1,"c4",48,,,,0
"NoteOff",2820,2192,3,1,"g3",43,,,,0
"NoteOff",2820,2192,3,1,"c3",36,,,,0
"Tempo",2880,2239,1,,,,,,,,,,,,,"160,46986",373902
"NoteOn",2880,2239,2,1,"c4",48,180,140,33,
"NoteOn",2880,2239,2,1,"e4",52,180,140,39,
