"Event","Unit","Time","Track","Channel","NoteName","NoteNumber","NoteUnits","NoteDuration","NoteOnVelocity","NoteOffVelocity","ControllerNr","ControllerValue","TextType","Text","Program","TempoBPM","TempoMicroseconds","Pitchbend","Aftertouch","MeterNom","MeterDenom","MeterUnits","MeterNote32","Resolution","MIDIVersion","Sysex","MetaType","MetaData","Key","PolyKey","PolyValue","RealtimeEvent","RealtimeValue",
"Header",0,0,,,,,,,,,,,,,,,,,,,,,,480,1
"Text",0,0,1,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,1,,,,,,,,,,"trackname","Grande Sonata Opus 22 3. movement",
"Text",0,0,1,,,,,,,,,,"copyright","Copyright &#169; 2009 by Bernd Krueger",
"Text",0,0,1,,,,,,,,,,"text","Ludwig van Beethoven",
"Text",0,0,1,,,,,,,,,,"text","Minuetto",
"Text",0,0,1,,,,,,,,,,"text","Erstellt: 24.10.2009&#10;",
"Text",0,0,1,,,,,,,,,,"text","Update: 29.5.2012&#10;",
"Text",0,0,1,,,,,,,,,,"text","Dauer: 3:03 Minuten&#10;",
"Meter",0,0,1,,,,,,,,,,,,,,,,,3,4,
"Key",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bb"
"Tempo",0,0,1,,,,,,,,,,,,,"110,96993",540687
"Text",0,0,2,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,2,,,,,,,,,,"trackname","Piano right",
"Program",0,0,2,1,,,,,,,,,,,1
"Text",0,0,3,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,3,,,,,,,,,,"trackname","Piano left",
"Program",0,0,3,1,,,,,,,,,,,1
"Text",0,0,4,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,4,,,,,,,,,,"trackname","Pedale",
"Program",0,0,4,1,,,,,,,,,,,1
"Text",0,0,5,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,5,,,,,,,,,,"trackname","Beethoven: Grande Sonate Opus 22 - 3. movement",
"Endtrack",0,0,5,,
"Text",0,0,6,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,6,,,,,,,,,,"trackname","Copyright &#169; 2009 by Bernd Krueger",
"Endtrack",0,0,6,,
"Text",0,0,7,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,7,,,,,,,,,,"trackname","http://www.piano-midi.de/",
"Endtrack",0,0,7,,
"Text",0,0,8,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,8,,,,,,,,,,"trackname","Edition: 2012-05-29",
"Endtrack",0,0,8,,
"Text",0,0,9,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,9,,,,,,,,,,"trackname","Spur 8",
"Endtrack",0,0,9,,
"Text",0,0,10,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,10,,,,,,,,,,"trackname","Spur 9",
"Endtrack",0,0,10,,
"Text",0,0,11,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,11,,,,,,,,,,"trackname","Spur 10",
"Endtrack",0,0,11,,
"Text",0,0,12,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,12,,,,,,,,,,"trackname","Spur 11",
"Endtrack",0,0,12,,
"Text",0,0,13,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,13,,,,,,,,,,"trackname","Spur 12",
"Endtrack",0,0,13,,
"Text",0,0,14,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,14,,,,,,,,,,"trackname","Spur 13",
"Endtrack",0,0,14,,
"Text",0,0,15,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,15,,,,,,,,,,"trackname","Spur 14",
"Endtrack",0,0,15,,
"Text",0,0,16,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,16,,,,,,,,,,"trackname","Spur 15",
"Endtrack",0,0,16,,
"Text",0,0,17,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,17,,,,,,,,,,"trackname","Spur 16",
"Endtrack",0,0,17,,
"Tempo",960,1081,1,,,,,,,,,,,,,"118,01011",508431
"Text",960,1081,1,,,,,,,,,,"text6","Teil 1",
"NoteOn",960,1081,2,1,"e5",64,360,381,50,
"Tempo",1320,1462,1,,,,,,,,,,,,,"107,72999",556948
"NoteOff",1320,1462,2,1,"e5",64,,,,0
"NoteOn",1320,1462,2,1,"f5",65,120,139,46,
"Tempo",1440,1601,1,,,,,,,,,,,,,"118,50003",506329
"NoteOff",1440,1601,2,1,"f5",65,,,,0
"NoteOn",1440,1601,2,1,"g5",67,930,981,50,
"NoteOn",1440,1601,3,1,"c4",48,120,127,40,
"Controller",1497,1662,4,1,,,,,,,64,127
"NoteOff",1560,1728,3,1,"c4",48,,,,0
"NoteOn",1680,1855,3,1,"c5",60,240,253,29,
"NoteOff",1920,2108,3,1,"c5",60,,,,0
"NoteOn",1920,2108,3,1,"e5",64,240,253,34,
"Controller",1931,2119,4,1,,,,,,,64,0
"Controller",1980,2171,4,1,,,,,,,64,127
"NoteOff",2160,2361,3,1,"e5",64,,,,0
"NoteOn",2160,2361,3,1,"c5",60,240,253,29,
"NoteOff",2370,2582,2,1,"g5",67,,,,0
"NoteOn",2370,2582,2,1,"b5",71,30,32,46,
"Tempo",2400,2614,1,,,,,,,,,,,,,"121,50004",493827
"NoteOff",2400,2614,2,1,"b5",71,,,,0
"NoteOn",2400,2614,2,1,"a5",69,120,124,50,
"NoteOff",2400,2614,3,1,"c5",60,,,,0
"NoteOn",2400,2614,3,1,"f5",65,240,247,34,
"Controller",2415,2630,4,1,,,,,,,64,0
"NoteOff",2520,2738,2,1,"a5",69,,,,0
"NoteOn",2520,2738,2,1,"g5",67,120,123,45,
"Tempo",2640,2861,1,,,,,,,,,,,,,"115,85002",517911
"NoteOff",2640,2861,2,1,"g5",67,,,,0
"NoteOn",2640,2861,2,1,"a5",69,120,129,50,
"NoteOff",2640,2861,3,1,"f5",65,,,,0
"NoteOn",2640,2861,3,1,"d5",62,240,259,31,
"NoteOff",2760,2990,2,1,"a5",69,,,,0
"NoteOn",2760,2990,2,1,"b5",71,120,130,43,
"Tempo",2880,3120,1,,,,,,,,,,,,,"121,79996",492611
"NoteOff",2880,3120,2,1,"b5",71,,,,0
"NoteOn",2880,3120,2,1,"c6",72,480,493,50,
"NoteOff",2880,3120,3,1,"d5",62,,,,0
"NoteOn",2880,3120,3,1,"e5",64,240,246,40,
"NoteOff",3120,3366,3,1,"e5",64,,,,0
"NoteOn",3120,3366,3,1,"d#5",63,240,247,30,
"NoteOff",3360,3613,2,1,"c6",72,,,,0
"NoteOn",3360,3613,2,1,"g5",67,420,431,41,
"NoteOff",3360,3613,3,1,"d#5",63,,,,0
"NoteOn",3360,3613,3,1,"e5",64,240,246,34,
"Controller",3420,3674,4,1,,,,,,,64,127
"NoteOff",3600,3859,3,1,"e5",64,,,,0
"NoteOn",3600,3859,3,1,"c5",60,240,246,30,
"NoteOff",3780,4044,2,1,"g5",67,,,,0
"NoteOn",3810,4074,2,1,"b5",71,30,31,43,
"NoteOff",3840,4105,2,1,"b5",71,,,,0
"NoteOn",3840,4105,2,1,"a5",69,120,123,50,
"NoteOff",3840,4105,3,1,"c5",60,,,,0
"NoteOn",3840,4105,3,1,"f5",65,240,246,34,
"Controller",3859,4125,4,1,,,,,,,64,0
"NoteOff",3960,4228,2,1,"a5",69,,,,0
"NoteOn",3960,4228,2,1,"g5",67,120,123,46,
"Tempo",4080,4351,1,,,,,,,,,,,,,"116,39005",515508
"NoteOff",4080,4351,2,1,"g5",67,,,,0
"NoteOn",4080,4351,2,1,"a5",69,120,129,50,
"NoteOff",4080,4351,3,1,"f5",65,,,,0
"NoteOn",4080,4351,3,1,"d5",62,240,258,29,
"NoteOff",4200,4480,2,1,"a5",69,,,,0
"NoteOn",4200,4480,2,1,"b5",71,120,129,50,
"Tempo",4320,4609,1,,,,,,,,,,,,,"121,25989",494805
"NoteOff",4320,4609,2,1,"b5",71,,,,0
"NoteOn",4320,4609,2,1,"c6",72,60,62,50,
"NoteOff",4320,4609,3,1,"d5",62,,,,0
"NoteOn",4320,4609,3,1,"e5",64,240,248,40,
"NoteOff",4380,4671,2,1,"c6",72,,,,0
"NoteOff",4560,4857,3,1,"e5",64,,,,0
"NoteOn",4560,4857,3,1,"d#5",63,240,247,30,
"NoteOn",4680,4980,2,1,"b5",71,60,62,46,
"NoteOff",4740,5042,2,1,"b5",71,,,,0
"NoteOn",4800,5104,2,1,"c6",72,60,62,56,
"NoteOff",4800,5104,3,1,"d#5",63,,,,0
"NoteOn",4800,5104,3,1,"e5",64,240,247,34,
"NoteOff",4860,5166,2,1,"c6",72,,,,0
"NoteOff",5040,5351,3,1,"e5",64,,,,0
"NoteOn",5040,5351,3,1,"b4",59,240,248,30,
"NoteOn",5160,5475,2,1,"d6",74,60,62,48,
"NoteOff",5220,5537,2,1,"d6",74,,,,0
"NoteOn",5280,5599,2,1,"e6",76,60,62,55,
"NoteOff",5280,5599,3,1,"b4",59,,,,0
"NoteOn",5280,5599,3,1,"c5",60,240,247,34,
"NoteOff",5340,5661,2,1,"e6",76,,,,0
"NoteOff",5520,5846,3,1,"c5",60,,,,0
