"Event","Unit","Time","Track","Channel","NoteName","NoteNumber","NoteUnits","NoteDuration","NoteOnVelocity","NoteOffVelocity","ControllerNr","ControllerValue","TextType","Text","Program","TempoBPM","TempoMicroseconds","Pitchbend","Aftertouch","MeterNom","MeterDenom","MeterUnits","MeterNote32","Resolution","MIDIVersion","Sysex","MetaType","MetaData","Key","PolyKey","PolyValue","RealtimeEvent","RealtimeValue",
"Header",0,0,,,,,,,,,,,,,,,,,,,,,,480,1
"Text",0,0,1,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"Text",0,0,1,,,,,,,,,,"trackname","Klaviersonate B-Dur KV 333",
"Text",0,0,1,,,,,,,,,,"trackname","3. Satz",
"Text",0,0,1,,,,,,,,,,"copyright","Copyright &#169; 1997 von Bernd Kr&#252;ger. http://www.piano-midi.de",
"Text",0,0,1,,,,,,,,,,"text","Mozart",
"Text",0,0,1,,,,,,,,,,"text","Allegretto grazioso",
"Text",0,0,1,,,,,,,,,,"text","Fertiggestellt am 31.8.97&#10;",
"Text",0,0,1,,,,,,,,,,"text","Update am 31.3.2000&#10;",
"Text",0,0,1,,,,,,,,,,"text","Update am11.12.2001&#10;",
"Text",0,0,1,,,,,,,,,,"text","Normierung: 23.12.2002&#10;",
"Text",0,0,1,,,,,,,,,,"text","Dauer: 5:47 Minuten&#10;",
"Meter",0,0,1,,,,,,,,,,,,,,,,,4,4,
"Key",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Bb"
"Tempo",0,0,1,,,,,,,,,,,,,"165,00017",363636
"Text",0,0,1,,,,,,,,,,"text6","Allegretto grazioso",
"Text",0,0,2,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,2,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,2,,,,,,,,,,"trackname","Piano right",
"Program",0,0,2,1,,,,,,,,,,,1
"Controller",0,0,2,1,,,,,,,7,100
"Controller",0,0,2,1,,,,,,,10,64
"Controller",0,0,2,1,,,,,,,91,127
"Text",0,0,2,,,,,,,,,,"text","bdca426d104a26ac9dcb070447587523",
"Text",0,0,3,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,3,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,3,,,,,,,,,,"trackname","Piano left",
"Program",0,0,3,1,,,,,,,,,,,1
"Controller",0,0,3,1,,,,,,,7,100
"Controller",0,0,3,1,,,,,,,10,64
"Controller",0,0,3,1,,,,,,,91,127
"Controller",0,0,3,1,,,,,,,64,0
"Text",0,0,4,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,4,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,4,,,,,,,,,,"trackname","Mozart: Klaviersonate B-Dur KV 333 3. Satz",
"Endtrack",0,0,4,,
"Text",0,0,5,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,5,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,5,,,,,,,,,,"trackname","Copyright &#169; 1997 by Bernd Kr&#252;ger",
"Endtrack",0,0,5,,
"Text",0,0,6,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,6,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,6,,,,,,,,,,"trackname","email: bernd.krueger@piano-midi.de",
"Endtrack",0,0,6,,
"Text",0,0,7,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,7,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,7,,,,,,,,,,"trackname","http://www.piano-midi.de",
"Endtrack",0,0,7,,
"Text",0,0,8,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,8,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Text",0,0,8,,,,,,,,,,"trackname","Edition: 11.12.2001",
"Endtrack",0,0,8,,
"Text",0,0,9,,,,,,,,,,"text","Generated by GNMIDI 2.0 demo version during 14 days free testing phase&#10;",
"META",0,0,9,,,,,,,,,,,,,,,,,,,,,,,,33,00 
"Endtrack",0,0,9,,
"NoteOn",1,0,2,1,"g6",79,720,546,60,
"NoteOn",480,363,3,1,"c5",60,480,364,42,
"NoteOn",720,545,2,1,"e6",76,240,182,53,
"NoteOff",721,546,2,1,"g6",79,,,,0
"NoteOff",960,727,2,1,"e6",76,,,,0
"NoteOn",960,727,2,1,"c6",72,240,182,55,
"NoteOff",960,727,3,1,"c5",60,,,,0
"NoteOn",960,727,3,1,"e5",64,480,363,48,
"NoteOff",1200,909,2,1,"c6",72,,,,0
"Tempo",1440,1090,1,,,,,,,,,,,,,"159,00021",377358
"NoteOn",1440,1090,2,1,"c6",72,240,189,55,
"NoteOff",1440,1090,3,1,"e5",64,,,,0
"NoteOn",1440,1090,3,1,"a5",69,480,378,47,
"NoteOff",1680,1279,2,1,"c6",72,,,,0
"Tempo",1920,1468,1,,,,,,,,,,,,,"165,00017",363636
"NoteOn",1920,1468,2,1,"f6",77,480,363,60,
"NoteOff",1920,1468,3,1,"a5",69,,,,0
"NoteOn",1920,1468,3,1,"d5",62,480,363,52,
"NoteOff",2400,1831,2,1,"f6",77,,,,0
"NoteOn",2400,1831,2,1,"a6",81,480,364,55,
"NoteOff",2400,1831,3,1,"d5",62,,,,0
"NoteOn",2400,1831,3,1,"f5",65,480,364,47,
"Tempo",2880,2195,1,,,,,,,,,,,,,"163,50021",366972
"NoteOff",2880,2195,2,1,"a6",81,,,,0
"NoteOn",2880,2195,2,1,"b5",71,480,367,52,
"NoteOff",2880,2195,3,1,"f5",65,,,,0
"NoteOn",2880,2195,3,1,"g5",67,480,367,48,
"NoteOff",3360,2562,2,1,"b5",71,,,,0
"NoteOff",3360,2562,3,1,"g5",67,,,,0
"NoteOn",3360,2562,3,1,"f5",65,480,367,46,
"Tempo",3840,2929,1,,,,,,,,,,,,,"165,00017",363636
"NoteOn",3840,2929,2,1,"d6",74,240,182,55,
"NoteOff",3840,2929,3,1,"f5",65,,,,0
"NoteOn",3840,2929,3,1,"e5",64,480,364,53,
"NoteOff",4080,3111,2,1,"d6",74,,,,0
"NoteOn",4080,3111,2,1,"c6",72,240,182,53,
"NoteOff",4320,3293,2,1,"c6",72,,,,0
"NoteOn",4320,3293,2,1,"e6",76,240,181,57,
"NoteOff",4320,3293,3,1,"e5",64,,,,0
"NoteOn",4320,3293,3,1,"b4",59,480,363,47,
"NoteOff",4560,3474,2,1,"e6",76,,,,0
"NoteOn",4560,3474,2,1,"d6",74,240,182,54,
"NoteOff",4800,3656,2,1,"d6",74,,,,0
"NoteOn",4800,3656,2,1,"f6",77,240,182,58,
"NoteOff",4800,3656,3,1,"b4",59,,,,0
"NoteOn",4800,3656,3,1,"c5",60,480,364,51,
"NoteOff",5040,3838,2,1,"f6",77,,,,0
"NoteOn",5040,3838,2,1,"e6",76,240,182,56,
"Tempo",5280,4020,1,,,,,,,,,,,,,"162,49990",369231
"NoteOff",5280,4020,2,1,"e6",76,,,,0
"NoteOn",5280,4020,2,1,"g6",79,240,185,60,
"NoteOff",5280,4020,3,1,"c5",60,,,,0
"NoteOn",5280,4020,3,1,"f4",53,480,369,51,
"NoteOn",5280,4020,3,1,"d5",62,480,369,51,
"NoteOff",5520,4205,2,1,"g6",79,,,,0
"NoteOn",5520,4205,2,1,"f6",77,240,184,57,
"Tempo",5760,4389,1,,,,,,,,,,,,,"163,99985",365854
"NoteOff",5760,4389,2,1,"f6",77,,,,0
"NoteOn",5760,4389,2,1,"e6",76,720,549,60,
"NoteOff",5760,4389,3,1,"d5",62,,,,0
"NoteOff",5760,4389,3,1,"f4",53,,,,0
"NoteOn",5760,4389,3,1,"c5",60,960,732,52,
"NoteOn",5760,4389,3,1,"g4",55,1440,1103,52,
"NoteOff",6480,4938,2,1,"e6",76,,,,0
"NoteOn",6480,4938,2,1,"f6",77,120,91,57,
"NoteOff",6600,5029,2,1,"f6",77,,,,0
"NoteOn",6600,5029,2,1,"e6",76,120,92,53,
"NoteOff",6720,5121,2,1,"e6",76,,,,0
"NoteOn",6720,5121,2,1,"d6",74,240,183,52,
"NoteOff",6720,5121,3,1,"c5",60,,,,0
"NoteOn",6720,5121,3,1,"b4",59,480,371,47,
"Tempo",6960,5304,1,,,,,,,,,,,,,"163,99985",365854
"NoteOff",6960,5304,2,1,"d6",74,,,,0
"NoteOn",6960,5304,2,1,"e6",76,240,188,54,
